Rank,EntryId,Username,Score,Max Possible Score,Winnings,Rd of 64,Rd of 32,Rd of 16,Rd of 8,Last 4,Championship,Tiebreaker
1501,38f67c67-f935-4860-8313-f6a95b5e2a9c,src1000,0,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 7 Michigan State | 2 Marquette | 1 Alabama | 8 Maryland | 5 San Diego State | 4 Virginia | 6 Creighton | 3 Baylor | 10 Utah State | 2 Arizona | 1 Houston | 8 Iowa | 5 Miami (FL) | 4 Indiana | 6 Iowa State | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 9 Illinois | 5 Saint Mary's | 4 UConn | 6 TCU | 3 Gonzaga | 7 Northwestern | 2 UCLA,1 Purdue | 4 Tennessee | 3 Kansas State | 2 Marquette | 1 Alabama | 5 San Diego State | 6 Creighton | 2 Arizona | 1 Houston | 4 Indiana | 3 Xavier | 2 Texas | 1 Kansas | 5 Saint Mary's | 3 Gonzaga | 2 UCLA,1 Purdue | 3 Kansas State | 1 Alabama | 2 Arizona | 1 Houston | 2 Texas | 1 Kansas | 2 UCLA,3 Kansas State | 2 Arizona | 2 Texas | 1 Kansas,3 Kansas State | 1 Kansas,1 Kansas,157
1501,17310105-cced-4193-b0c8-0abad616b877,srn828,0,1920,0,1 Purdue | 9 Florida Atlantic | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 10 USC | 2 Marquette | 1 Alabama | 8 Maryland | 5 San Diego State | 4 Virginia | 6 Creighton | 3 Baylor | 7 Missouri | 2 Arizona | 1 Houston | 8 Iowa | 5 Miami (FL) | 4 Indiana | 11 Pittsburgh | 3 Xavier | 10 Penn State | 2 Texas | 1 Kansas | 8 Arkansas | 5 Saint Mary's | 4 UConn | 6 TCU | 3 Gonzaga | 7 Northwestern | 2 UCLA,1 Purdue | 4 Tennessee | 6 Kentucky | 2 Marquette | 1 Alabama | 5 San Diego State | 3 Baylor | 2 Arizona | 1 Houston | 5 Miami (FL) | 3 Xavier | 2 Texas | 1 Kansas | 5 Saint Mary's | 3 Gonzaga | 2 UCLA,4 Tennessee | 2 Marquette | 1 Alabama | 2 Arizona | 1 Houston | 3 Xavier | 1 Kansas | 2 UCLA,2 Marquette | 1 Alabama | 1 Houston | 1 Kansas,1 Alabama | 1 Houston,1 Houston,147
1501,5918cd34-4b43-4507-853d-54995c64547e,srosner,0,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 11 Providence | 3 Kansas State | 10 USC | 2 Marquette | 1 Alabama | 8 Maryland | 5 San Diego State | 4 Virginia | 6 Creighton | 3 Baylor | 10 Utah State | 2 Arizona | 1 Houston | 9 Auburn | 5 Miami (FL) | 4 Indiana | 6 Iowa State | 3 Xavier | 10 Penn State | 2 Texas | 1 Kansas | 9 Illinois | 5 Saint Mary's | 4 UConn | 11 Arizona State | 3 Gonzaga | 7 Northwestern | 2 UCLA,1 Purdue | 5 Duke | 3 Kansas State | 2 Marquette | 1 Alabama | 4 Virginia | 6 Creighton | 2 Arizona | 1 Houston | 4 Indiana | 3 Xavier | 2 Texas | 1 Kansas | 4 UConn | 3 Gonzaga | 2 UCLA,1 Purdue | 3 Kansas State | 1 Alabama | 2 Arizona | 1 Houston | 3 Xavier | 4 UConn | 3 Gonzaga,1 Purdue | 1 Alabama | 1 Houston | 4 UConn,1 Alabama | 1 Houston,1 Alabama,135
1501,01535676-2094-4b63-9d5e-2c8e14227d13,SS2000LJ,0,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 7 Michigan State | 2 Marquette | 1 Alabama | 8 Maryland | 5 San Diego State | 4 Virginia | 6 Creighton | 3 Baylor | 7 Missouri | 2 Arizona | 1 Houston | 8 Iowa | 5 Miami (FL) | 4 Indiana | 6 Iowa State | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 8 Arkansas | 5 Saint Mary's | 4 UConn | 6 TCU | 3 Gonzaga | 7 Northwestern | 2 UCLA,1 Purdue | 4 Tennessee | 3 Kansas State | 2 Marquette | 1 Alabama | 4 Virginia | 3 Baylor | 2 Arizona | 1 Houston | 4 Indiana | 3 Xavier | 2 Texas | 1 Kansas | 4 UConn | 3 Gonzaga | 2 UCLA,1 Purdue | 2 Marquette | 1 Alabama | 2 Arizona | 1 Houston | 2 Texas | 1 Kansas | 2 UCLA,1 Purdue | 1 Alabama | 1 Houston | 1 Kansas,1 Purdue | 1 Houston,1 Houston,159
1501,d3745e38-cb00-49b2-8b21-98f74f4a9e80,Stableford25,0,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 10 USC | 2 Marquette | 1 Alabama | 8 Maryland | 5 San Diego State | 4 Virginia | 11 North Carolina State | 3 Baylor | 10 Utah State | 2 Arizona | 1 Houston | 8 Iowa | 12 Drake | 4 Indiana | 6 Iowa State | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 8 Arkansas | 12 VCU | 4 UConn | 6 TCU | 3 Gonzaga | 10 Boise State | 2 UCLA,1 Purdue | 4 Tennessee | 3 Kansas State | 2 Marquette | 1 Alabama | 5 San Diego State | 3 Baylor | 2 Arizona | 1 Houston | 4 Indiana | 3 Xavier | 2 Texas | 1 Kansas | 4 UConn | 3 Gonzaga | 2 UCLA,1 Purdue | 2 Marquette | 1 Alabama | 2 Arizona | 1 Houston | 2 Texas | 1 Kansas | 3 Gonzaga,1 Purdue | 1 Alabama | 2 Texas | 1 Kansas,1 Alabama | 2 Texas,1 Alabama,146
1501,7cf8f07a-60ae-4aeb-aed5-71c69c9429b4,stbtb03,0,1920,0,1 Purdue | 9 Florida Atlantic | 12 Oral Roberts | 13 Louisiana | 11 Providence | 3 Kansas State | 7 Michigan State | 2 Marquette | 1 Alabama | 8 Maryland | 12 Charleston | 4 Virginia | 6 Creighton | 3 Baylor | 10 Utah State | 2 Arizona | 1 Houston | 9 Auburn | 5 Miami (FL) | 13 Kent State | 6 Iowa State | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 8 Arkansas | 5 Saint Mary's | 4 UConn | 6 TCU | 3 Gonzaga | 7 Northwestern | 2 UCLA,1 Purdue | 12 Oral Roberts | 3 Kansas State | 2 Marquette | 1 Alabama | 4 Virginia | 3 Baylor | 2 Arizona | 1 Houston | 13 Kent State | 3 Xavier | 2 Texas | 1 Kansas | 5 Saint Mary's | 6 TCU | 2 UCLA,1 Purdue | 2 Marquette | 1 Alabama | 2 Arizona | 1 Houston | 2 Texas | 1 Kansas | 2 UCLA,2 Marquette | 1 Alabama | 2 Texas | 1 Kansas,2 Marquette | 2 Texas,2 Texas,157
1501,98b73210-f99e-4c25-89d2-a0fb9e0d6bf6,Stefankube,0,1920,0,1 Purdue | 9 Florida Atlantic | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 10 USC | 2 Marquette | 1 Alabama | 8 Maryland | 5 San Diego State | 4 Virginia | 11 North Carolina State | 3 Baylor | 10 Utah State | 2 Arizona | 1 Houston | 9 Auburn | 5 Miami (FL) | 4 Indiana | 6 Iowa State | 3 Xavier | 10 Penn State | 2 Texas | 1 Kansas | 9 Illinois | 5 Saint Mary's | 4 UConn | 6 TCU | 3 Gonzaga | 10 Boise State | 2 UCLA,1 Purdue | 4 Tennessee | 6 Kentucky | 2 Marquette | 1 Alabama | 5 San Diego State | 3 Baylor | 2 Arizona | 1 Houston | 5 Miami (FL) | 6 Iowa State | 2 Texas | 1 Kansas | 5 Saint Mary's | 6 TCU | 2 UCLA,1 Purdue | 2 Marquette | 1 Alabama | 3 Baylor | 1 Houston | 2 Texas | 1 Kansas | 6 TCU,2 Marquette | 1 Alabama | 2 Texas | 1 Kansas,2 Marquette | 2 Texas,2 Marquette,134
1501,0db230ce-3afd-48cd-8dea-0c822a6b0a9b,stephbru3,0,1920,0,16 Fairleigh Dickinson | 9 Florida Atlantic | 5 Duke | 13 Louisiana | 6 Kentucky | 14 Montana State | 10 USC | 2 Marquette | 1 Alabama | 8 Maryland | 5 San Diego State | 4 Virginia | 11 North Carolina State | 3 Baylor | 10 Utah State | 2 Arizona | 16 Northern Kentucky | 8 Iowa | 5 Miami (FL) | 13 Kent State | 11 Pittsburgh | 3 Xavier | 10 Penn State | 2 Texas | 16 Howard | 8 Arkansas | 12 VCU | 4 UConn | 6 TCU | 3 Gonzaga | 7 Northwestern | 2 UCLA,9 Florida Atlantic | 13 Louisiana | 14 Montana State | 2 Marquette | 1 Alabama | 4 Virginia | 3 Baylor | 2 Arizona | 8 Iowa | 5 Miami (FL) | 11 Pittsburgh | 10 Penn State | 8 Arkansas | 12 VCU | 3 Gonzaga | 7 Northwestern,9 Florida Atlantic | 2 Marquette | 1 Alabama | 2 Arizona | 5 Miami (FL) | 10 Penn State | 8 Arkansas | 3 Gonzaga,2 Marquette | 1 Alabama | 5 Miami (FL) | 3 Gonzaga,1 Alabama | 3 Gonzaga,1 Alabama,160
1501,8c92a42c-774a-49fe-a579-22086ba200e2,stevea2402,0,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 10 USC | 2 Marquette | 1 Alabama | 8 Maryland | 5 San Diego State | 13 Furman | 11 North Carolina State | 3 Baylor | 7 Missouri | 2 Arizona | 1 Houston | 9 Auburn | 5 Miami (FL) | 4 Indiana | 6 Iowa State | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 9 Illinois | 12 VCU | 4 UConn | 6 TCU | 3 Gonzaga | 7 Northwestern | 2 UCLA,1 Purdue | 4 Tennessee | 3 Kansas State | 2 Marquette | 1 Alabama | 5 San Diego State | 3 Baylor | 2 Arizona | 1 Houston | 4 Indiana | 3 Xavier | 2 Texas | 1 Kansas | 4 UConn | 3 Gonzaga | 2 UCLA,1 Purdue | 2 Marquette | 1 Alabama | 2 Arizona | 1 Houston | 2 Texas | 1 Kansas | 2 UCLA,1 Purdue | 1 Alabama | 2 Texas | 1 Kansas,1 Purdue | 1 Kansas,1 Purdue,176
1501,250cf4d8-4233-4b83-a1e6-67a3afa41c12,steveblackmanmma,0,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 7 Michigan State | 15 Vermont | 1 Alabama | 8 Maryland | 5 San Diego State | 13 Furman | 11 North Carolina State | 3 Baylor | 7 Missouri | 2 Arizona | 1 Houston | 9 Auburn | 5 Miami (FL) | 4 Indiana | 6 Iowa State | 14 Kennesaw State | 10 Penn State | 2 Texas | 1 Kansas | 8 Arkansas | 12 VCU | 4 UConn | 6 TCU | 3 Gonzaga | 10 Boise State | 2 UCLA,1 Purdue | 4 Tennessee | 6 Kentucky | 7 Michigan State | 1 Alabama | 13 Furman | 11 North Carolina State | 2 Arizona | 1 Houston | 5 Miami (FL) | 6 Iowa State | 2 Texas | 1 Kansas | 4 UConn | 6 TCU | 2 UCLA,1 Purdue | 6 Kentucky | 1 Alabama | 2 Arizona | 5 Miami (FL) | 2 Texas | 1 Kansas | 6 TCU,6 Kentucky | 2 Arizona | 2 Texas | 6 TCU,2 Arizona | 2 Texas,2 Texas,154
1501,7ae3d368-0278-4d9f-af57-9fb224113e92,stevengak,0,1920,0,1 Purdue | 8 Memphis | 5 Duke | 13 Louisiana | 6 Kentucky | 3 Kansas State | 7 Michigan State | 2 Marquette | 1 Alabama | 8 Maryland | 5 San Diego State | 4 Virginia | 6 Creighton | 3 Baylor | 10 Utah State | 2 Arizona | 1 Houston | 9 Auburn | 12 Drake | 4 Indiana | 6 Iowa State | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 8 Arkansas | 5 Saint Mary's | 4 UConn | 11 Arizona State | 3 Gonzaga | 10 Boise State | 2 UCLA,1 Purdue | 5 Duke | 6 Kentucky | 2 Marquette | 8 Maryland | 5 San Diego State | 3 Baylor | 2 Arizona | 1 Houston | 4 Indiana | 3 Xavier | 7 Texas A&M | 1 Kansas | 4 UConn | 3 Gonzaga | 2 UCLA,1 Purdue | 2 Marquette | 5 San Diego State | 3 Baylor | 1 Houston | 7 Texas A&M | 4 UConn | 3 Gonzaga,2 Marquette | 3 Baylor | 1 Houston | 3 Gonzaga,2 Marquette | 3 Gonzaga,3 Gonzaga,148
1501,a2e31432-4811-4149-94a2-d3236c96c7a4,stgray22,0,1920,0,1 Purdue | 9 Florida Atlantic | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 7 Michigan State | 2 Marquette | 1 Alabama | 8 Maryland | 5 San Diego State | 4 Virginia | 11 North Carolina State | 3 Baylor | 7 Missouri | 2 Arizona | 1 Houston | 9 Auburn | 5 Miami (FL) | 4 Indiana | 6 Iowa State | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 8 Arkansas | 12 VCU | 4 UConn | 6 TCU | 3 Gonzaga | 7 Northwestern | 2 UCLA,1 Purdue | 4 Tennessee | 6 Kentucky | 2 Marquette | 1 Alabama | 4 Virginia | 11 North Carolina State | 2 Arizona | 1 Houston | 5 Miami (FL) | 3 Xavier | 7 Texas A&M | 1 Kansas | 12 VCU | 3 Gonzaga | 2 UCLA,1 Purdue | 2 Marquette | 4 Virginia | 2 Arizona | 1 Houston | 7 Texas A&M | 1 Kansas | 3 Gonzaga,2 Marquette | 2 Arizona | 1 Houston | 3 Gonzaga,2 Arizona | 3 Gonzaga,3 Gonzaga,142
1501,577cb0a7-c4a8-4b23-8aba-87b40d45658f,stickqb,0,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 6 Kentucky | 14 Montana State | 7 Michigan State | 2 Marquette | 1 Alabama | 8 Maryland | 12 Charleston | 13 Furman | 11 North Carolina State | 3 Baylor | 7 Missouri | 2 Arizona | 1 Houston | 9 Auburn | 12 Drake | 4 Indiana | 11 Pittsburgh | 14 Kennesaw State | 10 Penn State | 2 Texas | 1 Kansas | 8 Arkansas | 12 VCU | 13 Iona | 6 TCU | 3 Gonzaga | 10 Boise State | 15 UNC Asheville,8 Memphis | 4 Tennessee | 6 Kentucky | 7 Michigan State | 8 Maryland | 13 Furman | 3 Baylor | 2 Arizona | 9 Auburn | 12 Drake | 11 Pittsburgh | 10 Penn State | 1 Kansas | 13 Iona | 3 Gonzaga | 15 UNC Asheville,4 Tennessee | 7 Michigan State | 8 Maryland | 2 Arizona | 9 Auburn | 10 Penn State | 1 Kansas | 3 Gonzaga,4 Tennessee | 2 Arizona | 10 Penn State | 3 Gonzaga,4 Tennessee | 3 Gonzaga,3 Gonzaga,135
1501,549751d4-bbfc-4e1e-a30e-8feba3738f7c,Stillmatic,0,1920,0,1 Purdue | 9 Florida Atlantic | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 7 Michigan State | 2 Marquette | 1 Alabama | 8 Maryland | 5 San Diego State | 4 Virginia | 6 Creighton | 3 Baylor | 7 Missouri | 2 Arizona | 1 Houston | 9 Auburn | 5 Miami (FL) | 4 Indiana | 6 Iowa State | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 8 Arkansas | 5 Saint Mary's | 4 UConn | 6 TCU | 3 Gonzaga | 7 Northwestern | 2 UCLA,1 Purdue | 4 Tennessee | 6 Kentucky | 2 Marquette | 1 Alabama | 4 Virginia | 3 Baylor | 2 Arizona | 1 Houston | 4 Indiana | 3 Xavier | 2 Texas | 1 Kansas | 4 UConn | 3 Gonzaga | 2 UCLA,4 Tennessee | 2 Marquette | 1 Alabama | 2 Arizona | 1 Houston | 2 Texas | 4 UConn | 2 UCLA,4 Tennessee | 2 Arizona | 1 Houston | 4 UConn,2 Arizona | 4 UConn,4 UConn,155
1501,92c48368-5a7c-47c5-be10-204bb983f07f,stlcardinals84,0,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 10 USC | 2 Marquette | 1 Alabama | 8 Maryland | 12 Charleston | 4 Virginia | 6 Creighton | 14 UC Santa Barbara | 10 Utah State | 2 Arizona | 1 Houston | 8 Iowa | 5 Miami (FL) | 4 Indiana | 6 Iowa State | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 9 Illinois | 5 Saint Mary's | 13 Iona | 6 TCU | 3 Gonzaga | 10 Boise State | 2 UCLA,8 Memphis | 5 Duke | 6 Kentucky | 2 Marquette | 1 Alabama | 4 Virginia | 6 Creighton | 2 Arizona | 1 Houston | 4 Indiana | 6 Iowa State | 2 Texas | 1 Kansas | 5 Saint Mary's | 3 Gonzaga | 10 Boise State,5 Duke | 2 Marquette | 1 Alabama | 2 Arizona | 4 Indiana | 2 Texas | 1 Kansas | 3 Gonzaga,5 Duke | 2 Arizona | 2 Texas | 1 Kansas,2 Arizona | 2 Texas,2 Arizona,155
1501,4353e96d-0715-4d35-9f59-69f2917be2de,stony0420,0,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 10 USC | 2 Marquette | 1 Alabama | 8 Maryland | 12 Charleston | 4 Virginia | 6 Creighton | 3 Baylor | 7 Missouri | 2 Arizona | 1 Houston | 8 Iowa | 5 Miami (FL) | 4 Indiana | 6 Iowa State | 3 Xavier | 10 Penn State | 2 Texas | 1 Kansas | 8 Arkansas | 5 Saint Mary's | 4 UConn | 6 TCU | 3 Gonzaga | 7 Northwestern | 2 UCLA,1 Purdue | 4 Tennessee | 3 Kansas State | 2 Marquette | 1 Alabama | 4 Virginia | 6 Creighton | 2 Arizona | 1 Houston | 5 Miami (FL) | 3 Xavier | 2 Texas | 1 Kansas | 4 UConn | 3 Gonzaga | 2 UCLA,1 Purdue | 3 Kansas State | 1 Alabama | 6 Creighton | 1 Houston | 3 Xavier | 1 Kansas | 3 Gonzaga,1 Purdue | 1 Alabama | 1 Houston | 1 Kansas,1 Alabama | 1 Houston,1 Houston,154
1501,5135b2cf-e57f-4341-a7df-786ebb85cb8c,stoops216,0,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 10 USC | 2 Marquette | 1 Alabama | 8 Maryland | 12 Charleston | 13 Furman | 6 Creighton | 3 Baylor | 10 Utah State | 2 Arizona | 1 Houston | 8 Iowa | 5 Miami (FL) | 4 Indiana | 6 Iowa State | 3 Xavier | 10 Penn State | 2 Texas | 1 Kansas | 8 Arkansas | 12 VCU | 4 UConn | 6 TCU | 3 Gonzaga | 10 Boise State | 2 UCLA,1 Purdue | 5 Duke | 6 Kentucky | 2 Marquette | 1 Alabama | 13 Furman | 6 Creighton | 2 Arizona | 8 Iowa | 5 Miami (FL) | 3 Xavier | 2 Texas | 1 Kansas | 4 UConn | 3 Gonzaga | 10 Boise State,5 Duke | 2 Marquette | 1 Alabama | 2 Arizona | 5 Miami (FL) | 2 Texas | 1 Kansas | 3 Gonzaga,2 Marquette | 2 Arizona | 2 Texas | 1 Kansas,2 Marquette | 2 Texas,2 Marquette,137
1501,f69203bf-97e2-41c5-9799-40502d7f45dd,stoufqua,0,1920,0,1 Purdue | 9 Florida Atlantic | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 7 Michigan State | 2 Marquette | 1 Alabama | 8 Maryland | 12 Charleston | 4 Virginia | 6 Creighton | 3 Baylor | 10 Utah State | 2 Arizona | 1 Houston | 9 Auburn | 5 Miami (FL) | 4 Indiana | 6 Iowa State | 3 Xavier | 10 Penn State | 2 Texas | 1 Kansas | 9 Illinois | 5 Saint Mary's | 4 UConn | 6 TCU | 3 Gonzaga | 10 Boise State | 2 UCLA,1 Purdue | 4 Tennessee | 6 Kentucky | 2 Marquette | 1 Alabama | 4 Virginia | 3 Baylor | 2 Arizona | 1 Houston | 4 Indiana | 3 Xavier | 2 Texas | 1 Kansas | 4 UConn | 3 Gonzaga | 2 UCLA,4 Tennessee | 2 Marquette | 1 Alabama | 3 Baylor | 4 Indiana | 2 Texas | 1 Kansas | 2 UCLA,2 Marquette | 3 Baylor | 4 Indiana | 1 Kansas,2 Marquette | 1 Kansas,2 Marquette,157
1501,872256e6-4ad0-4994-abea-3997f9bdfb83,stranko,0,1920,0,1 Purdue | 9 Florida Atlantic | 5 Duke | 4 Tennessee | 11 Providence | 3 Kansas State | 7 Michigan State | 2 Marquette | 1 Alabama | 8 Maryland | 5 San Diego State | 13 Furman | 6 Creighton | 3 Baylor | 10 Utah State | 2 Arizona | 1 Houston | 8 Iowa | 12 Drake | 4 Indiana | 6 Iowa State | 3 Xavier | 10 Penn State | 2 Texas | 1 Kansas | 8 Arkansas | 12 VCU | 4 UConn | 6 TCU | 3 Gonzaga | 7 Northwestern | 2 UCLA,1 Purdue | 5 Duke | 3 Kansas State | 2 Marquette | 1 Alabama | 5 San Diego State | 6 Creighton | 2 Arizona | 8 Iowa | 12 Drake | 6 Iowa State | 10 Penn State | 1 Kansas | 4 UConn | 3 Gonzaga | 2 UCLA,5 Duke | 2 Marquette | 1 Alabama | 6 Creighton | 8 Iowa | 10 Penn State | 4 UConn | 2 UCLA,2 Marquette | 1 Alabama | 10 Penn State | 2 UCLA,1 Alabama | 2 UCLA,1 Alabama,144
1501,5bc8bbf6-7325-41ef-9110-d40943aac6b8,SunTszu,0,1920,0,1 Purdue | 9 Florida Atlantic | 12 Oral Roberts | 4 Tennessee | 6 Kentucky | 3 Kansas State | 7 Michigan State | 2 Marquette | 1 Alabama | 8 Maryland | 5 San Diego State | 13 Furman | 6 Creighton | 3 Baylor | 7 Missouri | 2 Arizona | 1 Houston | 8 Iowa | 5 Miami (FL) | 13 Kent State | 6 Iowa State | 3 Xavier | 10 Penn State | 2 Texas | 1 Kansas | 8 Arkansas | 5 Saint Mary's | 4 UConn | 6 TCU | 3 Gonzaga | 7 Northwestern | 2 UCLA,1 Purdue | 12 Oral Roberts | 6 Kentucky | 2 Marquette | 1 Alabama | 5 San Diego State | 6 Creighton | 2 Arizona | 1 Houston | 5 Miami (FL) | 3 Xavier | 2 Texas | 1 Kansas | 4 UConn | 3 Gonzaga | 2 UCLA,1 Purdue | 2 Marquette | 1 Alabama | 6 Creighton | 1 Houston | 3 Xavier | 4 UConn | 3 Gonzaga,1 Purdue | 6 Creighton | 1 Houston | 3 Gonzaga,1 Purdue | 1 Houston,1 Houston,131
1501,040e6181-4510-452d-82d0-39220ffd4930,supertroopa22,0,1920,0,1 Purdue | 8 Memphis | 12 Oral Roberts | 4 Tennessee | 6 Kentucky | 3 Kansas State | 7 Michigan State | 2 Marquette | 1 Alabama | 8 Maryland | 5 San Diego State | 4 Virginia | 6 Creighton | 3 Baylor | 10 Utah State | 2 Arizona | 1 Houston | 9 Auburn | 12 Drake | 4 Indiana | 6 Iowa State | 14 Kennesaw State | 7 Texas A&M | 2 Texas | 1 Kansas | 8 Arkansas | 5 Saint Mary's | 4 UConn | 6 TCU | 3 Gonzaga | 10 Boise State | 2 UCLA,1 Purdue | 12 Oral Roberts | 6 Kentucky | 2 Marquette | 1 Alabama | 4 Virginia | 6 Creighton | 2 Arizona | 1 Houston | 4 Indiana | 6 Iowa State | 2 Texas | 1 Kansas | 4 UConn | 3 Gonzaga | 2 UCLA,1 Purdue | 2 Marquette | 1 Alabama | 2 Arizona | 1 Houston | 2 Texas | 4 UConn | 3 Gonzaga,2 Marquette | 1 Alabama | 2 Texas | 3 Gonzaga,1 Alabama | 3 Gonzaga,1 Alabama,164
1501,3ac10f8d-c9ac-4ed0-b1f3-fb68ffbc2e26,susankbets,0,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 7 Michigan State | 2 Marquette | 1 Alabama | 8 Maryland | 5 San Diego State | 4 Virginia | 6 Creighton | 3 Baylor | 10 Utah State | 2 Arizona | 1 Houston | 9 Auburn | 12 Drake | 4 Indiana | 6 Iowa State | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 8 Arkansas | 5 Saint Mary's | 4 UConn | 11 Arizona State | 3 Gonzaga | 7 Northwestern | 2 UCLA,1 Purdue | 5 Duke | 6 Kentucky | 2 Marquette | 1 Alabama | 5 San Diego State | 3 Baylor | 2 Arizona | 1 Houston | 12 Drake | 3 Xavier | 2 Texas | 1 Kansas | 4 UConn | 3 Gonzaga | 2 UCLA,1 Purdue | 6 Kentucky | 1 Alabama | 2 Arizona | 1 Houston | 2 Texas | 1 Kansas | 2 UCLA,1 Purdue | 1 Alabama | 2 Texas | 1 Kansas,1 Alabama | 1 Kansas,1 Alabama,130
1501,0aea80ed-19f2-457c-b5e8-13f653aba9fa,suzy7389,0,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 7 Michigan State | 2 Marquette | 1 Alabama | 8 Maryland | 5 San Diego State | 4 Virginia | 6 Creighton | 3 Baylor | 7 Missouri | 2 Arizona | 1 Houston | 9 Auburn | 5 Miami (FL) | 4 Indiana | 6 Iowa State | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 8 Arkansas | 5 Saint Mary's | 4 UConn | 6 TCU | 3 Gonzaga | 7 Northwestern | 2 UCLA,1 Purdue | 4 Tennessee | 3 Kansas State | 2 Marquette | 1 Alabama | 4 Virginia | 3 Baylor | 2 Arizona | 1 Houston | 5 Miami (FL) | 3 Xavier | 2 Texas | 1 Kansas | 4 UConn | 3 Gonzaga | 2 UCLA,1 Purdue | 2 Marquette | 1 Alabama | 3 Baylor | 1 Houston | 2 Texas | 1 Kansas | 3 Gonzaga,1 Purdue | 1 Alabama | 1 Houston | 1 Kansas,1 Alabama | 1 Houston,1 Alabama,102
1501,a9c4daf8-3781-4213-98db-2159b1c94edc,Sweetz8511,0,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 10 USC | 2 Marquette | 1 Alabama | 8 Maryland | 12 Charleston | 4 Virginia | 6 Creighton | 3 Baylor | 10 Utah State | 2 Arizona | 1 Houston | 8 Iowa | 5 Miami (FL) | 13 Kent State | 6 Iowa State | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 9 Illinois | 5 Saint Mary's | 4 UConn | 11 Arizona State | 3 Gonzaga | 7 Northwestern | 2 UCLA,8 Memphis | 5 Duke | 3 Kansas State | 2 Marquette | 1 Alabama | 12 Charleston | 3 Baylor | 2 Arizona | 8 Iowa | 5 Miami (FL) | 3 Xavier | 2 Texas | 1 Kansas | 5 Saint Mary's | 3 Gonzaga | 7 Northwestern,8 Memphis | 2 Marquette | 1 Alabama | 2 Arizona | 5 Miami (FL) | 2 Texas | 1 Kansas | 7 Northwestern,2 Marquette | 2 Arizona | 2 Texas | 7 Northwestern,2 Marquette | 2 Texas,2 Texas,151
